product_id,product_name,category,sub-category, unit_price , cogs 
PD-254,"Mead 1st Gear 2"" Zipper B",Office Supplies,Binders,$3.89 ,$1.98 
PD-255,Commercial WindTunnel Cle,Office Supplies,Appliances,$3.89 ,$1.95 
PD-256,Faber Castell Col-Erase P,Office Supplies,Art,$3.91 ,$0.63 
PD-257,Avery 508,Office Supplies,Labels,$3.93 ,$0.27 
PD-258,Advantus Map Pennant Flag,Office Supplies,Fasteners,$3.95 ,$1.11 
PD-26,Universal Recycled Hangin,Office Supplies,Binders,$1.23 ,$0.63 
PD-260,Cardinal Holdit Business ,Office Supplies,Binders,$3.98 ,$0.60 
PD-261,4009 Highlighters by Sanf,Office Supplies,Art,$3.98 ,$1.07 
PD-262,Xerox 1989,Office Supplies,Paper,$3.98 ,$0.24 
PD-263,Xerox 1949,Office Supplies,Paper,$3.98 ,$1.99 
PD-264,Avery 513,Office Supplies,Labels,$3.98 ,$0.40 
PD-265,Holmes Cool Mist Humidifi,Office Supplies,Appliances,$3.98 ,$1.87 
PD-266,Xerox 1897,Office Supplies,Paper,$3.98 ,$0.80 
PD-268,Unpadded Memo Slips,Office Supplies,Paper,$3.98 ,$0.72 
PD-269,"Square Ring Data Binders,",Office Supplies,Binders,$4.13 ,$0.87 
PD-27,Avery Heavy-Duty EZD View,Office Supplies,Binders,$1.28 ,$0.51 
PD-270,Avery 506,Office Supplies,Labels,$4.13 ,$0.21 
PD-271,Newell 325,Office Supplies,Art,$4.13 ,$1.49 
PD-272,Avery 491,Office Supplies,Labels,$4.13 ,$0.21 
PD-273,Newell Chalk Holder,Office Supplies,Art,$4.13 ,$0.41 
PD-274,Avery 05222 Permanent Sel,Office Supplies,Labels,$4.13 ,$1.86 
PD-276,"SlimView Poly Binder, 3/8",Office Supplies,Binders,$4.14 ,$2.03 
PD-277,"Important Message Pads, 5",Office Supplies,Paper,$4.20 ,$0.63 
PD-278,GBC Premium Transparent C,Office Supplies,Binders,$4.20 ,$0.67 
PD-279,Xerox 1928,Office Supplies,Paper,$4.22 ,$0.21 
PD-28,BIC Brite Liner Grip High,Office Supplies,Art,$1.31 ,$0.47 
PD-280,Astroparche Fine Business,Office Supplies,Paper,$4.22 ,$1.99 
PD-281,Xerox 1963,Office Supplies,Paper,$4.22 ,$0.84 
PD-282,Xerox 1954,Office Supplies,Paper,$4.22 ,$2.32 
PD-283,Storex DuraTech Recycled ,Office Supplies,Binders,$4.24 ,$1.06 
PD-284,BIC Brite Liner Grip High,Office Supplies,Art,$4.24 ,$0.85 
PD-285,Dixon Prang Watercolor Pe,Office Supplies,Art,$4.26 ,$0.26 
PD-286,"Pressboard Data Binder, C",Office Supplies,Binders,$4.27 ,$0.43 
PD-287,Pressboard Data Binders b,Office Supplies,Binders,$4.27 ,$0.68 
PD-289,Acco D-Ring Binder w/Dubl,Office Supplies,Binders,$4.28 ,$1.80 
PD-29,Prang Dustless Chalk Stic,Office Supplies,Art,$1.34 ,$0.20 
PD-290,Xerox 1962,Office Supplies,Paper,$4.28 ,$2.01 
PD-291,Xerox 1971,Office Supplies,Paper,$4.28 ,$1.84 
PD-292,Xerox 199,Office Supplies,Paper,$4.28 ,$2.10 
PD-293,Sanford Colorific Scented,Office Supplies,Art,$4.28 ,$1.54 
PD-294,Trimflex Flexible Post Bi,Office Supplies,Binders,$4.28 ,$0.73 
PD-295,Easy-staple paper,Office Supplies,Paper,$4.28 ,$0.26 
PD-296,Xerox 1953,Office Supplies,Paper,$4.28 ,$2.35 
PD-297,Newell 341,Office Supplies,Art,$4.28 ,$2.01 
PD-298,Xerox 1927,Office Supplies,Paper,$4.28 ,$1.58 
PD-299,Newell 347,Office Supplies,Art,$4.28 ,$0.73 
PD-3,Avery Triangle Shaped She,Office Supplies,Binders,$0.74 ,$0.36 
PD-30,Computer Printout Index T,Office Supplies,Binders,$1.34 ,$0.24 
PD-300,"TOPS ""Important Message"" ",Office Supplies,Paper,$4.28 ,$0.68 
PD-301,Acco PRESSTEX Data Binder,Office Supplies,Binders,$4.30 ,$0.82 
PD-302,Acco PRESSTEX Data Binder,Office Supplies,Binders,$4.30 ,$2.24 
PD-303,3M Organizer Strips,Office Supplies,Binders,$4.32 ,$0.65 
PD-305,Ampad Gold Fibre Wireboun,Office Supplies,Paper,$4.41 ,$1.59 
PD-306,Avery Durable Poly Binder,Office Supplies,Binders,$4.42 ,$0.31 
PD-307,DIXON Ticonderoga Erasabl,Office Supplies,Art,$4.46 ,$0.85 
PD-308,Newell 314,Office Supplies,Art,$4.46 ,$2.14 
PD-309,Plastic Stacking Crates &,Office Supplies,Storage,$4.46 ,$1.47 
PD-31,Avery Self-Adhesive Photo,Office Supplies,Binders,$1.36 ,$0.59 
PD-310,Avery Heavy-Duty EZD  Bin,Office Supplies,Binders,$4.46 ,$0.85 
PD-312,Hoover Portapower Portabl,Office Supplies,Appliances,$4.48 ,$0.76 
PD-313,Spiral Phone Message Book,Office Supplies,Paper,$4.48 ,$2.20 
PD-314,Ampad #10 Peel & Seel Hol,Office Supplies,Envelopes,$4.48 ,$2.37 
PD-315,Avery Non-Stick Binders,Office Supplies,Binders,$4.49 ,$1.44 
PD-316,"GBC Prepunched Paper, 19-",Office Supplies,Binders,$4.50 ,$1.22 
PD-317,Advantus T-Pin Paper Clip,Office Supplies,Fasteners,$4.51 ,$0.77 
PD-318,Xerox 1924,Office Supplies,Paper,$4.62 ,$1.43 
PD-319,Avery Binding System Hidd,Office Supplies,Binders,$4.62 ,$0.65 
PD-32,Newell 3-Hole Punched Pla,Office Supplies,Binders,$1.37 ,$0.19 
PD-320,Wilson Jones Clip & Carry,Office Supplies,Binders,$4.64 ,$2.46 
PD-321,Newell 312,Office Supplies,Art,$4.67 ,$2.24 
PD-322,Acco Translucent Poly Rin,Office Supplies,Binders,$4.68 ,$1.68 
PD-323,Things To Do Today Pad,Office Supplies,Paper,$4.70 ,$0.89 
PD-324,Adams Telephone Message B,Office Supplies,Paper,$4.70 ,$0.28 
PD-326,Storex Dura Pro Binders,Office Supplies,Binders,$4.75 ,$1.95 
PD-327,"Wirebound Message Books, ",Office Supplies,Paper,$4.77 ,$0.38 
PD-328,Universal Premium White C,Office Supplies,Paper,$4.78 ,$0.67 
PD-329,Xerox 1903,Office Supplies,Paper,$4.78 ,$0.72 
PD-33,Presstex Flexible Ring Bi,Office Supplies,Binders,$1.37 ,$0.11 
PD-330,Avery Hanging File Binder,Office Supplies,Binders,$4.78 ,$1.96 
PD-331,Xerox 1947,Office Supplies,Paper,$4.78 ,$0.48 
PD-332,Dixon Ticonderoga Erasabl,Office Supplies,Art,$4.78 ,$2.63 
PD-333,Xerox 1974,Office Supplies,Paper,$4.78 ,$1.24 
PD-334,DXL Angle-View Binders wi,Office Supplies,Binders,$4.79 ,$0.77 
PD-335,Adams Telephone Message B,Office Supplies,Paper,$4.83 ,$0.82 
PD-337,Staples in misc. colors,Office Supplies,Art,$4.84 ,$1.89 
PD-338,Zebra Zazzle Fluorescent ,Office Supplies,Art,$4.86 ,$1.95 
PD-339,Col-Erase Pencils with Er,Office Supplies,Art,$4.86 ,$0.97 
PD-34,Design Ebony Sketching Pe,Office Supplies,Art,$1.39 ,$0.60 
PD-340,UniKeep View Case Binders,Office Supplies,Binders,$4.89 ,$0.78 
PD-341,Newell 316,Office Supplies,Art,$4.89 ,$0.88 
PD-342,Newell 331,Office Supplies,Art,$4.89 ,$1.71 
PD-343,Color-Coded Legal Exhibit,Office Supplies,Labels,$4.91 ,$2.11 
PD-344,Avery 478,Office Supplies,Labels,$4.91 ,$0.44 
PD-349,GBC Standard Therm-A-Bind,Office Supplies,Binders,$4.98 ,$0.95 
PD-35,Nontoxic Chalk,Office Supplies,Art,$1.41 ,$0.70 
PD-350,Xerox 1970,Office Supplies,Paper,$4.98 ,$2.09 
PD-351,Easy-staple paper,Office Supplies,Paper,$4.98 ,$0.80 
PD-352,Avery 499,Office Supplies,Labels,$4.98 ,$2.69 
PD-353,Xerox 198,Office Supplies,Paper,$4.98 ,$1.05 
PD-354,Avery White Multi-Purpose,Office Supplies,Labels,$4.98 ,$2.24 
PD-355,Xerox 22,Office Supplies,Paper,$4.98 ,$2.64 
PD-356,Hammermill CopyPlus Copy ,Office Supplies,Paper,$4.98 ,$1.00 
PD-357,Avery 483,Office Supplies,Labels,$4.98 ,$2.44 
PD-358,Advantus Plastic Paper Cl,Office Supplies,Fasteners,$5.00 ,$1.75 
PD-360,GBC Standard Plastic Bind,Office Supplies,Binders,$5.02 ,$1.81 
PD-362,Permanent Self-Adhesive F,Office Supplies,Labels,$5.04 ,$2.02 
PD-363,Cardinal HOLDit! Binder I,Office Supplies,Binders,$5.06 ,$2.28 
PD-364,Wilson Jones Standard D-R,Office Supplies,Binders,$5.06 ,$0.71 
PD-365,Telephone Message Books w,Office Supplies,Paper,$5.08 ,$2.49 
PD-367,Colorific Watercolor Penc,Office Supplies,Art,$5.16 ,$0.41 
PD-368,Xerox 1995,Office Supplies,Paper,$5.18 ,$2.75 
PD-369,Xerox 1931,Office Supplies,Paper,$5.18 ,$0.98 
PD-37,Newell 310,Office Supplies,Art,$1.41 ,$0.49 
PD-370,Xerox 216,Office Supplies,Paper,$5.18 ,$2.49 
PD-371,Xerox 210,Office Supplies,Paper,$5.18 ,$2.02 
PD-372,Xerox 1998,Office Supplies,Paper,$5.18 ,$0.41 
PD-373,Xerox 1946,Office Supplies,Paper,$5.18 ,$0.41 
PD-374,Xerox 2000,Office Supplies,Paper,$5.18 ,$1.09 
PD-375,Weyerhaeuser First Choice,Office Supplies,Paper,$5.18 ,$1.71 
PD-376,Xerox 1905,Office Supplies,Paper,$5.18 ,$2.28 
PD-377,Xerox 200,Office Supplies,Paper,$5.18 ,$2.07 
PD-378,Xerox 21,Office Supplies,Paper,$5.18 ,$1.81 
PD-379,Xerox 225,Office Supplies,Paper,$5.18 ,$2.28 
PD-38,Newell 326,Office Supplies,Art,$1.41 ,$0.56 
PD-380,Xerox 206,Office Supplies,Paper,$5.18 ,$1.35 
PD-381,Xerox 229,Office Supplies,Paper,$5.18 ,$0.88 
PD-382,Xerox 213,Office Supplies,Paper,$5.18 ,$0.78 
PD-383,Xerox 2,Office Supplies,Paper,$5.18 ,$2.64 
PD-384,Xerox 227,Office Supplies,Paper,$5.18 ,$2.13 
PD-385,Xerox 1997,Office Supplies,Paper,$5.18 ,$1.81 
PD-386,Xerox 1976,Office Supplies,Paper,$5.18 ,$0.78 
PD-387,Xerox 203,Office Supplies,Paper,$5.18 ,$2.13 
PD-388,Xerox 1967,Office Supplies,Paper,$5.18 ,$1.04 
PD-389,Xerox 221,Office Supplies,Paper,$5.18 ,$1.56 
PD-39,Assorted Color Push Pins,Office Supplies,Fasteners,$1.45 ,$0.36 
PD-391,Southworth Parchment Pape,Office Supplies,Paper,$5.23 ,$2.77 
PD-392,Southworth 25% Cotton Gra,Office Supplies,Paper,$5.23 ,$1.78 
PD-393,Xerox 4200 Series MultiUs,Office Supplies,Paper,$5.28 ,$2.16 
PD-394,Sterilite Show Offs Stora,Office Supplies,Storage,$5.28 ,$2.11 
PD-395,Xerox 1990,Office Supplies,Paper,$5.28 ,$0.48 
PD-397,Xerox 1981,Office Supplies,Paper,$5.28 ,$2.90 
PD-398,Xerox 1972,Office Supplies,Paper,$5.28 ,$1.95 
PD-399,Sanford Liquid Accent Hig,Office Supplies,Art,$5.34 ,$2.40 
PD-4,Hoover Replacement Belts ,Office Supplies,Appliances,$0.79 ,$0.14 
PD-40,Acco Pressboard Covers wi,Office Supplies,Binders,$1.47 ,$0.74 
PD-400,Xerox 1923,Office Supplies,Paper,$5.34 ,$1.02 
PD-401,Xerox 1968,Office Supplies,Paper,$5.34 ,$1.44 
PD-402,Wilson Jones 14 Line Acry,Office Supplies,Binders,$5.34 ,$2.24 
PD-403,Xerox 195,Office Supplies,Paper,$5.34 ,$2.08 
PD-404,"Wirebound Message Book, 4",Office Supplies,Paper,$5.43 ,$1.68 
PD-409,Eldon Shelf Savers Cubes ,Office Supplies,Storage,$5.58 ,$0.39 
PD-41,Pressboard Hanging Data B,Office Supplies,Binders,$1.48 ,$0.25 
PD-410,Staple envelope,Office Supplies,Envelopes,$5.58 ,$0.33 
PD-412,"Wirebound Message Books, ",Office Supplies,Paper,$5.63 ,$2.25 
PD-413,Acme Preferred Stainless ,Office Supplies,Supplies,$5.68 ,$0.57 
PD-414,Staple envelope,Office Supplies,Envelopes,$5.68 ,$1.76 
PD-415,Wilson Jones Hanging View,Office Supplies,Binders,$5.68 ,$2.90 
PD-416,Adams Write n' Stick Phon,Office Supplies,Paper,$5.68 ,$2.27 
PD-417,Avery Metallic Poly Binde,Office Supplies,Binders,$5.73 ,$0.86 
PD-418,Binder Posts,Office Supplies,Binders,$5.74 ,$2.18 
PD-42,GBC Plastic Binding Combs,Office Supplies,Binders,$1.48 ,$0.30 
PD-420,Xerox 1987,Office Supplies,Paper,$5.78 ,$2.49 
PD-421,HP Office Recycled Paper ,Office Supplies,Paper,$5.78 ,$3.12 
PD-422,Xerox 1978,Office Supplies,Paper,$5.78 ,$2.31 
PD-423,Xerox 196,Office Supplies,Paper,$5.78 ,$3.12 
PD-424,Xerox 1899,Office Supplies,Paper,$5.78 ,$0.87 
PD-425,"Advantus Push Pins, Alumi",Office Supplies,Fasteners,$5.81 ,$1.80 
PD-426,Cardinal Holdit Data Disk,Office Supplies,Binders,$5.82 ,$1.22 
PD-427,Black Print Carbonless 8 ,Office Supplies,Paper,$5.82 ,$2.62 
PD-428,"Array Parchment Paper, As",Office Supplies,Paper,$5.82 ,$2.85 
PD-43,Acco Four Pocket Poly Rin,Office Supplies,Binders,$1.49 ,$0.13 
PD-430,Quartet Omega Colored Cha,Office Supplies,Art,$5.84 ,$2.92 
PD-431,Avery Hi-Liter Smear-Safe,Office Supplies,Art,$5.84 ,$1.23 
PD-433,Storex Dura Pro Binders,Office Supplies,Binders,$5.94 ,$1.25 
PD-436,Xerox 1920,Office Supplies,Paper,$5.98 ,$1.20 
PD-437,Perma STOR-ALL Hanging Fi,Office Supplies,Storage,$5.98 ,$3.11 
PD-438,Xerox 1965,Office Supplies,Paper,$5.98 ,$0.84 
PD-439,Wausau Papers Astrobright,Office Supplies,Envelopes,$5.98 ,$1.02 
PD-44,"Super Bands, 12/Pack",Office Supplies,Fasteners,$1.49 ,$0.73 
PD-440,Newell 330,Office Supplies,Art,$5.98 ,$0.48 
PD-441,Xerox 1956,Office Supplies,Paper,$5.98 ,$2.15 
PD-442,Xerox 1992,Office Supplies,Paper,$5.98 ,$1.26 
PD-443,Newell 315,Office Supplies,Art,$5.98 ,$1.20 
PD-444,Xerox 193,Office Supplies,Paper,$5.98 ,$1.20 
PD-445,Xerox 1895,Office Supplies,Paper,$5.98 ,$3.23 
PD-446,Great White Multi-Use Rec,Office Supplies,Paper,$5.98 ,$3.23 
PD-448,Staples,Office Supplies,Fasteners,$6.08 ,$3.34 
PD-449,"Wirebound Message Books, ",Office Supplies,Paper,$6.09 ,$0.85 
PD-45,Revere Boxed Rubber Bands,Office Supplies,Fasteners,$1.51 ,$0.24 
PD-451,DXL Angle-View Binders wi,Office Supplies,Binders,$6.17 ,$3.33 
PD-452,Southworth 100% Résumé Pa,Office Supplies,Paper,$6.22 ,$3.17 
PD-453,Alliance Super-Size Bands,Office Supplies,Fasteners,$6.22 ,$2.30 
PD-454,Hoover Commercial Soft Gu,Office Supplies,Appliances,$6.22 ,$2.86 
PD-455,"Ampad Phone Message Book,",Office Supplies,Paper,$6.24 ,$2.62 
PD-458,Avery 48,Office Supplies,Labels,$6.30 ,$2.27 
PD-459,Avery 495,Office Supplies,Labels,$6.30 ,$0.88 
PD-46,XtraLife ClearVue Slant-D,Office Supplies,Binders,$1.57 ,$0.39 
PD-460,Staples,Office Supplies,Fasteners,$6.31 ,$3.35 
PD-461,Akro Stacking Bins,Office Supplies,Storage,$6.31 ,$1.07 
PD-462,Things To Do Today Spiral,Office Supplies,Paper,$6.34 ,$2.91 
PD-463,Staple remover,Office Supplies,Supplies,$6.38 ,$2.23 
PD-464,"Fellowes Twister Kit, Gra",Office Supplies,Binders,$6.43 ,$2.25 
PD-465,Wirebound Four 2-3/4 x 5 ,Office Supplies,Paper,$6.45 ,$2.45 
PD-467,GBC Instant Report Kit,Office Supplies,Binders,$6.47 ,$2.26 
PD-468,Xerox 1957,Office Supplies,Paper,$6.48 ,$0.91 
PD-469,Xerox 205,Office Supplies,Paper,$6.48 ,$3.05 
PD-47,Avery Reinforcements for ,Office Supplies,Binders,$1.58 ,$0.63 
PD-470,BIC Brite Liner Highlight,Office Supplies,Art,$6.48 ,$2.66 
PD-471,Xerox 222,Office Supplies,Paper,$6.48 ,$1.81 
PD-472,"RSVP Cards & Envelopes, B",Office Supplies,Paper,$6.48 ,$3.37 
PD-473,Xerox 212,Office Supplies,Paper,$6.48 ,$2.40 
PD-474,Xerox 224,Office Supplies,Paper,$6.48 ,$3.50 
PD-475,Xerox 1996,Office Supplies,Paper,$6.48 ,$1.30 
PD-476,Xerox 192,Office Supplies,Paper,$6.48 ,$1.04 
PD-477,Xerox 219,Office Supplies,Paper,$6.48 ,$2.40 
PD-478,Xerox 23,Office Supplies,Paper,$6.48 ,$1.23 
PD-479,Xerox 214,Office Supplies,Paper,$6.48 ,$0.45 
PD-48,"Brites Rubber Bands, 1 1/",Office Supplies,Fasteners,$1.58 ,$0.13 
PD-480,Xerox 220,Office Supplies,Paper,$6.48 ,$2.14 
PD-481,Xerox 226,Office Supplies,Paper,$6.48 ,$0.65 
PD-482,Xerox 1894,Office Supplies,Paper,$6.48 ,$2.40 
PD-483,Eureka Recycled Copy Pape,Office Supplies,Paper,$6.48 ,$1.94 
PD-484,Xerox 1975,Office Supplies,Paper,$6.48 ,$1.17 
PD-485,Xerox 208,Office Supplies,Paper,$6.48 ,$3.37 
PD-486,Xerox 209,Office Supplies,Paper,$6.48 ,$0.32 
PD-487,Xerox 202,Office Supplies,Paper,$6.48 ,$1.36 
PD-488,Xerox 1930,Office Supplies,Paper,$6.48 ,$3.30 
PD-489,Xerox 230,Office Supplies,Paper,$6.48 ,$0.45 
PD-49,"Wilson Jones 1"" Hanging D",Office Supplies,Binders,$1.58 ,$0.63 
PD-490,Xerox 20,Office Supplies,Paper,$6.48 ,$0.39 
PD-491,Xerox 1994,Office Supplies,Paper,$6.48 ,$3.50 
PD-492,Xerox 211,Office Supplies,Paper,$6.48 ,$0.91 
PD-493,Xerox 201,Office Supplies,Paper,$6.48 ,$2.66 
PD-494,Xerox 1993,Office Supplies,Paper,$6.48 ,$0.97 
PD-495,Xerox 217,Office Supplies,Paper,$6.48 ,$2.01 
PD-496,Xerox 207,Office Supplies,Paper,$6.48 ,$0.39 
PD-497,Xerox 218,Office Supplies,Paper,$6.48 ,$0.39 
PD-498,Xerox 204,Office Supplies,Paper,$6.48 ,$1.36 
PD-499,Xerox 232,Office Supplies,Paper,$6.48 ,$1.17 
PD-5,Eureka Disposable Bags fo,Office Supplies,Appliances,$0.81 ,$0.31 
PD-500,Xerox 228,Office Supplies,Paper,$6.48 ,$2.33 
PD-501,Avery Hi-Liter EverBold P,Office Supplies,Art,$6.51 ,$2.15 
PD-502,"Message Book, Phone, Wire",Office Supplies,Paper,$6.55 ,$1.05 
PD-503,Wilson Jones data.warehou,Office Supplies,Binders,$6.58 ,$0.40 
PD-506,Southworth 25% Cotton Ant,Office Supplies,Paper,$6.67 ,$1.00 
PD-507,Xerox 1898,Office Supplies,Paper,$6.68 ,$1.27 
PD-508,Xerox 1959,Office Supplies,Paper,$6.68 ,$2.07 
PD-509,Xerox 1977,Office Supplies,Paper,$6.68 ,$1.40 
PD-510,"Wirebound Message Books, ",Office Supplies,Paper,$6.69 ,$2.88 
PD-511,"Wirebound Message Books, ",Office Supplies,Paper,$6.69 ,$3.21 
PD-512,Avery Flip-Chart Easel Bi,Office Supplies,Binders,$6.71 ,$1.41 
PD-513,Ibico Plastic and Wire Sp,Office Supplies,Binders,$6.74 ,$2.23 
PD-514,Strathmore Photo Mount Ca,Office Supplies,Paper,$6.78 ,$3.12 
PD-516,"Acme Design Line 8"" Stain",Office Supplies,Supplies,$6.84 ,$0.55 
PD-517,Acme Design Stainless Ste,Office Supplies,Supplies,$6.84 ,$1.44 
PD-518,Acme Office Executive Ser,Office Supplies,Supplies,$6.86 ,$3.43 
PD-519,"Adams Phone Message Book,",Office Supplies,Paper,$6.88 ,$0.48 
PD-52,Avery Durable Slant Ring ,Office Supplies,Binders,$1.58 ,$0.79 
PD-521,Acco Six-Outlet Power Str,Office Supplies,Appliances,$6.90 ,$1.03 
PD-522,Wilson Jones Heavy-Duty C,Office Supplies,Binders,$6.93 ,$2.84 
PD-523,BIC Liqua Brite Liner,Office Supplies,Art,$6.94 ,$2.64 
PD-524,Wilson Jones Leather-Like,Office Supplies,Binders,$6.98 ,$1.26 
PD-527,"#10- 4 1/8"" x 9 1/2"" Recy",Office Supplies,Envelopes,$6.99 ,$0.42 
PD-528,"#10- 4 1/8"" x 9 1/2"" Recy",Office Supplies,Envelopes,$6.99 ,$0.98 
PD-53,Cardinal Hold-It CD Pocke,Office Supplies,Binders,$1.60 ,$0.30 
PD-530,SANFORD Major Accent High,Office Supplies,Art,$7.08 ,$0.71 
PD-532,Acme Stainless Steel Offi,Office Supplies,Supplies,$7.27 ,$3.78 
PD-533,Wilson Jones Active Use B,Office Supplies,Binders,$7.28 ,$1.09 
PD-534,Southworth Structures Col,Office Supplies,Paper,$7.28 ,$0.58 
PD-536,Pastel Pink Envelopes,Office Supplies,Envelopes,$7.28 ,$2.33 
PD-537,Dixon Ticonderoga Core-Lo,Office Supplies,Art,$7.29 ,$1.02 
PD-538,Avery 516,Office Supplies,Labels,$7.31 ,$1.39 
PD-539,Avery 486,Office Supplies,Labels,$7.31 ,$2.49 
PD-54,Sanford Pocket Accent Hig,Office Supplies,Art,$1.60 ,$0.74 
PD-540,Cardinal EasyOpen D-Ring ,Office Supplies,Binders,$7.31 ,$0.44 
PD-541,Self-Adhesive Address Lab,Office Supplies,Labels,$7.31 ,$3.14 
PD-542,Avery 519,Office Supplies,Labels,$7.31 ,$0.66 
PD-544,It's Hot Message Books wi,Office Supplies,Paper,$7.40 ,$1.92 
PD-545,"Eberhard Faber 3 1/2"" Gol",Office Supplies,Art,$7.44 ,$1.56 
PD-547,Large Capacity Hanging Po,Office Supplies,Binders,$7.49 ,$0.37 
PD-548,Staple magnet,Office Supplies,Storage,$7.50 ,$2.40 
PD-55,Acco PRESSTEX Data Binder,Office Supplies,Binders,$1.61 ,$0.81 
PD-550,Staples in misc. colors,Office Supplies,Art,$7.58 ,$2.73 
PD-551,TOPS 4 x 6 Fluorescent Co,Office Supplies,Paper,$7.59 ,$3.57 
PD-552,"#10- 4 1/8"" x 9 1/2"" Secu",Office Supplies,Envelopes,$7.64 ,$3.13 
PD-553,Security-Tint Envelopes,Office Supplies,Envelopes,$7.64 ,$0.69 
PD-554,"Rediform Wirebound ""Phone",Office Supplies,Paper,$7.64 ,$2.52 
PD-555,Stiletto Hand Letter Open,Office Supplies,Supplies,$7.68 ,$0.61 
PD-556,GBC VeloBinder Strips,Office Supplies,Binders,$7.68 ,$0.54 
PD-557,Staple envelope,Office Supplies,Envelopes,$7.78 ,$3.42 
PD-558,Staple envelope,Office Supplies,Envelopes,$7.82 ,$1.25 
PD-56,Poly String Tie Envelopes,Office Supplies,Envelopes,$1.63 ,$0.69 
PD-561,Adams Telephone Message B,Office Supplies,Paper,$7.98 ,$1.12 
PD-562,Iris Project Case,Office Supplies,Storage,$7.98 ,$3.43 
PD-565,Xerox 1921,Office Supplies,Paper,$7.99 ,$2.64 
PD-567,"TOPS Money Receipt Book, ",Office Supplies,Paper,$8.01 ,$3.12 
PD-568,Riverleaf Stik-Withit Des,Office Supplies,Paper,$8.05 ,$1.61 
PD-569,Easy-staple paper,Office Supplies,Paper,$8.11 ,$0.73 
PD-57,Angle-D Ring Binders,Office Supplies,Binders,$1.64 ,$0.80 
PD-570,Acme Softgrip Scissors,Office Supplies,Supplies,$8.14 ,$1.38 
PD-571,Avery Trapezoid Ring Bind,Office Supplies,Binders,$8.20 ,$0.41 
PD-572,"Message Book, Wirebound, ",Office Supplies,Paper,$8.22 ,$1.23 
PD-574,GBC Wire Binding Combs,Office Supplies,Binders,$8.27 ,$1.41 
PD-575,Staple envelope,Office Supplies,Envelopes,$8.28 ,$2.82 
PD-577,REDIFORM Incoming/Outgoin,Office Supplies,Paper,$8.34 ,$3.25 
PD-578,Black & Decker Filter for,Office Supplies,Appliances,$8.39 ,$0.67 
PD-58,Economy Binders,Office Supplies,Binders,$1.66 ,$0.27 
PD-580,"Elite 5"" Scissors",Office Supplies,Supplies,$8.45 ,$4.14 
PD-581,Acme Titanium Bonded Scis,Office Supplies,Supplies,$8.50 ,$1.79 
PD-582,"Message Book, Standard Li",Office Supplies,Paper,$8.56 ,$0.51 
PD-583,Wilson Jones Elliptical R,Office Supplies,Binders,$8.56 ,$1.63 
PD-585,GBC Standard Recycled Rep,Office Supplies,Binders,$8.62 ,$2.67 
PD-586,Staple holder,Office Supplies,Appliances,$8.67 ,$0.43 
PD-587,Satellite Sectional Post ,Office Supplies,Binders,$8.68 ,$1.22 
PD-589,Crate-A-Files,Office Supplies,Storage,$8.72 ,$1.40 
PD-591,White Business Envelopes ,Office Supplies,Envelopes,$8.75 ,$1.40 
PD-592,Boston 16750 Black Compac,Office Supplies,Art,$8.75 ,$2.36 
PD-596,Fiskars Home & Office Sci,Office Supplies,Supplies,$8.88 ,$4.26 
PD-597,Recycled Desk Saver Line ,Office Supplies,Paper,$8.95 ,$4.65 
PD-598,"Geographics Note Cards, B",Office Supplies,Paper,$8.95 ,$3.49 
PD-599,"Personal Folder Holder, E",Office Supplies,Storage,$8.97 ,$1.35 
PD-6,Acco Suede Grain Vinyl Ro,Office Supplies,Binders,$0.83 ,$0.13 
PD-60,Alliance Rubber Bands,Office Supplies,Fasteners,$1.68 ,$0.77 
PD-602,X-Rack File for Hanging F,Office Supplies,Storage,$9.03 ,$4.06 
PD-603,Xerox 188,Office Supplies,Paper,$9.07 ,$4.26 
PD-604,Black Print Carbonless Sn,Office Supplies,Paper,$9.11 ,$1.46 
PD-605,Ibico Plastic Spiral Bind,Office Supplies,Binders,$9.12 ,$1.73 
PD-607,Vinyl Coated Wire Paper C,Office Supplies,Fasteners,$9.18 ,$4.13 
PD-608,Avery Personal Creations ,Office Supplies,Paper,$9.23 ,$3.97 
PD-609,Newell 324,Office Supplies,Art,$9.24 ,$3.51 
PD-61,Newell 323,Office Supplies,Art,$1.68 ,$0.32 
PD-610,Newell 309,Office Supplies,Art,$9.24 ,$1.94 
PD-612,Peel & Seel Recycled Cata,Office Supplies,Envelopes,$9.26 ,$4.91 
PD-613,"Wirebound Message Books, ",Office Supplies,Paper,$9.27 ,$3.80 
PD-614,GBC Linen Binding Covers,Office Supplies,Binders,$9.29 ,$3.07 
PD-615,Acme Forged Steel Scissor,Office Supplies,Supplies,$9.31 ,$0.56 
PD-616,Hunt BOSTON Vista Battery,Office Supplies,Art,$9.33 ,$1.68 
PD-617,Boston 16765 Mini Stand U,Office Supplies,Art,$9.33 ,$1.68 
PD-618,Staple envelope,Office Supplies,Envelopes,$9.34 ,$1.50 
PD-619,Rediform S.O.S. 1-Up Phon,Office Supplies,Paper,$9.38 ,$1.50 
PD-62,Avery Printable Repositio,Office Supplies,Binders,$1.72 ,$0.24 
PD-622,GBC Wire Binding Strips,Office Supplies,Binders,$9.52 ,$5.14 
PD-624,GBC Personal VeloBind Str,Office Supplies,Binders,$9.58 ,$3.83 
PD-625,Staples in misc. colors,Office Supplies,Art,$9.58 ,$2.78 
